sqft_area,bedrooms,bathrooms,age_of_property,location,furnishing_status,has_parking,has_pool,has_gym,price
540,5,2,10,Rural,Semi-Furnished,1,1,1,7841031.33
567,2,2,31,Rural,Semi-Furnished,1,1,0,3928264.11
1487,4,3,34,Suburbs,Semi-Furnished,1,1,0,10829690.32
4508,3,3,30,Rural,Fully-Furnished,1,1,0,19807923.36
3698,4,2,44,Business District,Fully-Furnished,1,0,1,34263450.66
3024,5,3,7,Uptown,Unfurnished,0,0,1,24626593.72
1585,1,3,19,Business District,Unfurnished,0,0,0,12403541.45
2979,5,2,41,Rural,Unfurnished,1,1,0,13186223.44
2193,3,1,33,Rural,Unfurnished,1,0,0,7468338.55
2815,1,2,3,Uptown,Semi-Furnished,1,0,0,20980888.24
1278,4,2,17,Rural,Fully-Furnished,1,0,1,8099607.32
2085,3,2,3,Uptown,Semi-Furnished,0,0,0,15984509.77
1992,4,2,19,Suburbs,Fully-Furnished,1,0,0,13316090.38
1160,1,2,8,Uptown,Semi-Furnished,1,0,0,8704512.9
1848,3,2,15,Uptown,Unfurnished,1,1,1,16555183.14
1799,4,2,25,Business District,Fully-Furnished,1,0,1,17899860.81
4440,5,4,37,Rural,Unfurnished,0,0,1,17473117.65
2486,5,3,24,Suburbs,Fully-Furnished,0,1,0,18177022.5
2544,1,2,3,Downtown,Fully-Furnished,0,0,0,25079719.56
4016,4,3,40,Uptown,Unfurnished,1,0,1,28555497.41
1558,2,3,44,Downtown,Unfurnished,1,0,0,12728850.55
1476,3,3,40,Rural,Unfurnished,1,0,1,7374876.79
1227,5,3,37,Uptown,Semi-Furnished,1,0,0,10632209.86
3027,3,4,18,Downtown,Fully-Furnished,1,0,0,31440953.67
3636,3,3,13,Business District,Fully-Furnished,1,1,0,36418125.52
842,1,1,20,Downtown,Fully-Furnished,1,0,1,9065609.5
1947,2,1,14,Business District,Unfurnished,1,0,0,15591094.24
2879,1,1,2,Suburbs,Fully-Furnished,1,0,1,18911746.49
4159,3,4,36,Rural,Fully-Furnished,0,1,1,18754797.57
1026,1,1,49,Downtown,Unfurnished,0,1,1,9019283.95
2396,1,3,45,Uptown,Unfurnished,1,0,0,15515419.76
2573,2,3,15,Rural,Fully-Furnished,1,0,0,11288943.46
905,2,1,13,Downtown,Semi-Furnished,1,1,1,10332561.94
2073,1,3,8,Uptown,Unfurnished,1,0,0,14564499.61
4240,5,4,46,Uptown,Semi-Furnished,1,0,0,31787569.34
4774,3,3,6,Uptown,Semi-Furnished,1,0,0,35643182.46
4727,5,2,13,Uptown,Semi-Furnished,0,0,0,35574464.49
2346,4,2,5,Downtown,Semi-Furnished,1,0,0,22766419.74
1978,1,3,20,Suburbs,Unfurnished,1,0,1,11135197.96
2895,1,2,14,Business District,Fully-Furnished,1,0,1,27896253.69
1271,4,2,7,Business District,Fully-Furnished,1,0,0,14652939.87
1078,5,3,33,Business District,Unfurnished,1,0,1,11114251.98
3401,4,2,39,Suburbs,Unfurnished,1,0,0,18493833.89
693,2,3,0,Uptown,Semi-Furnished,1,1,0,8214285.73
2507,4,3,31,Uptown,Semi-Furnished,1,0,1,19405030.91
1685,1,2,48,Rural,Unfurnished,1,0,0,5053423.32
2894,4,3,4,Business District,Fully-Furnished,1,0,1,29348898.26
